Locus	Prop. Matching Expression with Dsc1	Gene
LOC5568070	0.202470538	
LOC5574993	0.202328553	
LOC5567722	0.202328553	
LOC5572767	0.202328553	
LOC5578830	0.202328553	
LOC5566450	0.202328553	
LOC5566309	0.202328553	
LOC5565452	0.202328553	
LOC5565478	0.202186568	
LOC5567934	0.202044583	
LOC5572512	0.202044583	
LOC5571172	0.202044583	
LOC5576939	0.202044583	
LOC5579111	0.202044583	
LOC5576290	0.201902598	
LOC5573474	0.201902598	
LOC5567251	0.201902598	
LOC110678344	0.201760613	
LOC5570936	0.201760613	
LOC5573450	0.201760613	
LOC5572235	0.201760613	
LOC5578903	0.201760613	
LOC5567373	0.201618628	
LOC5564053	0.201476643	
LOC5578740	0.201476643	
LOC23687855	0.201334659	
LOC5570582	0.201334659	
LOC5572377	0.201192674	
LOC5569572	0.201192674	
LOC5565766	0.201192674	
LOC5568431	0.201192674	
LOC5576941	0.201050689	
LOC5576016	0.201050689	
LOC5574429	0.201050689	
LOC5572011	0.200908704	
LOC5578267	0.200766719	
LOC5577190	0.200766719	
LOC5567286	0.200624734	
LOC5568836	0.200624734	
LOC5568447	0.200624734	
LOC5576588	0.200482749	
LOC5573875	0.200482749	
LOC5573445	0.200482749	
LOC5576783	0.200482749	
LOC5575704	0.200340764	
LOC5565702	0.200340764	
LOC5570012	0.200340764	
LOC5571786	0.200340764	
LOC5568985	0.200198779	
LOC5576054	0.200198779	
LOC5570684	0.200198779	
LOC5573111	0.200198779	
LOC5570203	0.200198779	
LOC5575032	0.200198779	
LOC110674085	0.200056794	
LOC5579957	0.200056794	
LOC5574378	0.200056794	
LOC5566397	0.200056794	
LOC5572785	0.200056794	
LOC5574017	0.199914809	
LOC5569671	0.199914809	
LOC5564960	0.199914809	
LOC5574681	0.199914809	
LOC5564856	0.199914809	
LOC5573358	0.199914809	
LOC5571153	0.199772824	
LOC5567180	0.199772824	
LOC5572175	0.199630839	
LOC110677647	0.199630839	
LOC5570152	0.199630839	
LOC5571067	0.199630839	
LOC5569432	0.199630839	
LOC5568451	0.199630839	
LOC5565351	0.199488854	
LOC110677735	0.199488854	
LOC5577240	0.199488854	
LOC5578918	0.199346869	
LOC5572039	0.199346869	
LOC5572037	0.199204884	
LOC5570895	0.199204884	
LOC5569181	0.199204884	
LOC5574496	0.199204884	
LOC5567821	0.199204884	
LOC5580215	0.199204884	
LOC5571248	0.199062899	
LOC5573986	0.199062899	
LOC5569811	0.199062899	
LOC110676176	0.198920914	
LOC5575620	0.198920914	
LOC5577249	0.198778929	
LOC5579159	0.198778929	
LOC23687404	0.198778929	
LOC5573494	0.198778929	
LOC5573966	0.198778929	
LOC5568522	0.198778929	
LOC23687490	0.198636944	
LOC5567696	0.198636944	
LOC5563945	0.19849496	
LOC110679696	0.19849496	
LOC110676505	0.19849496	
LOC5575804	0.19849496	
LOC5563781	0.198352975	
LOC5573887	0.198352975	
LOC5567241	0.198352975	
LOC5574880	0.198352975	
LOC23687380	0.19821099	
LOC5567813	0.19821099	
LOC5575759	0.19821099	
LOC5575137	0.19821099	
LOC5575915	0.19821099	
LOC5563955	0.19821099	
LOC5569540	0.19821099	
Or88	0.19821099	
LOC5575831	0.198069005	
LOC5566777	0.198069005	
LOC5571690	0.198069005	
LOC5566023	0.198069005	
LOC5570899	0.198069005	
LOC110674813	0.19792702	
LOC5571259	0.19792702	
LOC5573395	0.19792702	
LOC5574443	0.19792702	
LOC5566108	0.197785035	
LOC5572132	0.197785035	
LOC5570624	0.19764305	
LOC5570792	0.19764305	
LOC5574315	0.19764305	
LOC5578796	0.19764305	
LOC5580241	0.19764305	
LOC5568587	0.19764305	
LOC5567758	0.197501065	
LOC5578317	0.197501065	
LOC5576187	0.197501065	
LOC5572137	0.197501065	
LOC5574715	0.19735908	
LOC5576578	0.19735908	
LOC5578717	0.19735908	
LOC5566806	0.19735908	
LOC5568189	0.19735908	
LOC110677884	0.19735908	
LOC110674760	0.197217095	
LOC5563749	0.197217095	
LOC5564047	0.19707511	
LOC5576608	0.19707511	
LOC5577186	0.19707511	
LOC5568940	0.19707511	
LOC5573203	0.19707511	
LOC5570897	0.196933125	
LOC5573577	0.196933125	
LOC5563747	0.196649155	
LOC5579909	0.196649155	
LOC5566157	0.196649155	
LOC5564121	0.196649155	
LOC5569145	0.19650717	
LOC5565894	0.19650717	
LOC5568552	0.19650717	
LOC5579849	0.19650717	
LOC5570929	0.196365185	
LOC5566415	0.1962232	
LOC5569853	0.196081215	
LOC5576658	0.196081215	
LOC5570366	0.196081215	
LOC110676364	0.19593923	
LOC5569577	0.19593923	
LOC5567651	0.19593923	
LOC5570429	0.19593923	
LOC5576443	0.19593923	
LOC110677247	0.19593923	
LOC23687692	0.19593923	
LOC5576360	0.195797245	
LOC5571457	0.195797245	
LOC110681207	0.195797245	
LOC5568377	0.195655261	
LOC5570066	0.195655261	
LOC5568614	0.195513276	
LOC5571952	0.195513276	
LOC110678329	0.195513276	
LOC5569001	0.195513276	
LOC5579215	0.195513276	
LOC5572781	0.195371291	
LOC5564584	0.195371291	
LOC5569738	0.195371291	
LOC5563693	0.195371291	
LOC5565937	0.195229306	
LOC5572364	0.195229306	
LOC5564010	0.195087321	
LOC5574977	0.195087321	
LOC5572350	0.195087321	
LOC5570928	0.195087321	
LOC5575395	0.195087321	
LOC5566009	0.194945336	
LOC5564674	0.194945336	
LOC23687433	0.194945336	
LOC110675897	0.194803351	
LOC5572220	0.194803351	
LOC5571400	0.194803351	
LOC5567316	0.194661366	
LOC5564702	0.194661366	
LOC5573407	0.194661366	
LOC5576135	0.194661366	
LOC110675294	0.194661366	
LOC5577554	0.194661366	
LOC5579654	0.194661366	
LOC5573039	0.194519381	
LOC5577772	0.194519381	
LOC110676669	0.194377396	
LOC5568160	0.194377396	
LOC5576676	0.194235411	
LOC5573565	0.194235411	
LOC5566238	0.194093426	
LOC5566154	0.194093426	
LOC5571247	0.194093426	
LOC5565994	0.193951441	
LOC110680616	0.193951441	
LOC5564039	0.193809456	
LOC5579974	0.193809456	
LOC5570689	0.193809456	
LOC5576213	0.193809456	
LOC110674838	0.193667471	
LOC5579328	0.193667471	
LOC5564080	0.193525486	
LOC5569128	0.193383501	
LOC5579199	0.193383501	
LOC5572748	0.193383501	
LOC5573015	0.193383501	
LOC5565563	0.193241516	
LOC5565025	0.193099531	
LOC5564899	0.193099531	
LOC5569440	0.193099531	
LOC5566691	0.193099531	
LOC5576175	0.192957547	
LOC5574201	0.192957547	
LOC5576284	0.192815562	
LOC5572772	0.192815562	
LOC5564347	0.192815562	
LOC5577366	0.192815562	
LOC5567469	0.192815562	
LOC5569139	0.192815562	
LOC5573341	0.192673577	
LOC5576835	0.192673577	
LOC5574671	0.192673577	
LOC5576471	0.192531592	
LOC110676370	0.192531592	
LOC5570910	0.192531592	
LOC5571730	0.192531592	
LOC5568943	0.192531592	
LOC5573171	0.192531592	
LOC5573583	0.192531592	
LOC5567421	0.192389607	
LOC5574100	0.192389607	
LOC5578847	0.192389607	
LOC23687500	0.192389607	
LOC5569669	0.192389607	
LOC5569709	0.192247622	
LOC5568430	0.192247622	
LOC5579922	0.192247622	
LOC110679619	0.192247622	
LOC5570607	0.192105637	
LOC5565520	0.192105637	
LOC5569144	0.192105637	
LOC5570606	0.191963652	
LOC5575485	0.191963652	
LOC5566808	0.191963652	
LOC110677235	0.191963652	
LOC5578301	0.191963652	
LOC5572582	0.191821667	
LOC5563554	0.191821667	
LOC5568030	0.191821667	
LOC5574076	0.191821667	
LOC5564538	0.191679682	
LOC5572271	0.191679682	
LOC5570866	0.191679682	
LOC5570431	0.191679682	
LOC5577291	0.191537697	
LOC5564995	0.191537697	
LOC5577490	0.191537697	
LOC5571783	0.191395712	
LOC5570350	0.191395712	
LOC5571017	0.191395712	
LOC5564049	0.191253727	
LOC5568719	0.191253727	
LOC5572908	0.191253727	
LOC5576100	0.191253727	
LOC5564829	0.191111742	
LOC5575951	0.191111742	
LOC5574368	0.191111742	
LOC5577205	0.191111742	
LOC5567863	0.191111742	
LOC5563975	0.191111742	
LOC5574690	0.190969757	
LOC5572296	0.190969757	
Or112	0.190969757	
LOC5577423	0.190827772	
LOC110674320	0.190827772	
LOC5573433	0.190827772	
LOC5571867	0.190827772	
LOC5573600	0.190827772	
LOC5564769	0.190827772	
LOC5564581	0.190827772	
LOC5573435	0.190685787	
LOC5563743	0.190685787	
LOC5572982	0.190685787	
LOC5563966	0.190685787	
LOC5564146	0.190543802	
LOC5564446	0.190543802	
LOC5566563	0.190543802	
LOC5567458	0.190543802	
LOC5569670	0.190401817	
LOC5574067	0.190401817	
LOC5564030	0.190401817	
LOC5568636	0.190401817	
LOC5576666	0.190401817	
LOC5571755	0.190401817	
LOC5568388	0.190401817	
LOC5566810	0.190259832	
LOC5577432	0.190259832	
LOC5573973	0.190259832	
LOC23687755	0.190259832	
LOC5567062	0.190117848	
LOC5567972	0.190117848	
LOC5580209	0.190117848	
LOC5569219	0.189975863	
LOC5578260	0.189975863	
LOC5568488	0.189833878	
LOC5568218	0.189833878	
LOC5568988	0.189833878	
LOC5579041	0.189833878	
LOC5568696	0.189833878	
LOC5565480	0.189691893	
LOC5564304	0.189691893	
LOC5578193	0.189691893	
LOC5573470	0.189691893	
LOC110679835	0.189691893	
LOC5580295	0.189549908	
LOC5571835	0.189549908	
LOC5576648	0.189549908	
LOC5578320	0.189549908	
LOC110677094	0.189549908	
LOC5579026	0.189549908	
LOC5576102	0.189549908	
LOC5565409	0.189549908	
LOC5570580	0.189549908	
LOC5571106	0.189549908	
LOC5566185	0.189549908	
LOC5571808	0.189265938	
LOC5572444	0.189265938	
LOC5574223	0.189265938	
LOC5574363	0.189123953	
LOC5566934	0.189123953	
LOC5568679	0.188981968	
LOC5579245	0.188981968	
LOC5569078	0.188981968	
LOC5578199	0.188981968	
LOC5565211	0.188981968	
LOC5568764	0.188981968	
LOC110681170	0.188981968	
LOC5570695	0.188839983	
LOC5571065	0.188839983	
LOC5564785	0.188839983	
LOC5578524	0.188839983	
LOC5574648	0.188697998	
LOC5572004	0.188697998	
LOC5564043	0.188697998	
LOC110675740	0.188556013	
LOC5576917	0.188556013	
LOC5566480	0.188556013	
LOC5572948	0.188556013	
LOC5565510	0.188556013	
LOC5568588	0.188556013	
LOC5574530	0.188414028	
LOC5576897	0.188414028	
LOC5571505	0.188414028	
LOC5577499	0.188414028	
LOC5573313	0.188414028	
LOC5567073	0.188272043	
LOC110676013	0.188272043	
LOC5573645	0.188272043	
LOC5569178	0.188272043	
LOC5567857	0.188272043	
LOC5572486	0.188272043	
LOC5576062	0.188130058	
LOC5577264	0.188130058	
LOC5575644	0.188130058	
LOC5573548	0.188130058	
LOC5572454	0.188130058	
LOC5572900	0.188130058	
LOC5575401	0.188130058	
LOC5570969	0.188130058	
LOC110678917	0.188130058	
LOC5568661	0.188130058	
LOC5568838	0.187988073	
LOC110679065	0.187988073	
LOC5578578	0.187846088	
LOC5574834	0.187846088	
LOC5572825	0.187846088	
LOC5567473	0.187846088	
LOC5573786	0.187704103	
LOC5575141	0.187704103	
LOC5573979	0.187704103	
LOC5564858	0.187704103	
LOC110674733	0.187562118	
LOC5576373	0.187562118	
LOC5574541	0.187562118	
LOC5569380	0.187562118	
LOC5572262	0.187562118	
LOC5571752	0.187562118	
LOC5564251	0.187420133	
LOC110675641	0.187420133	
LOC5572190	0.187420133	
LOC5574174	0.187420133	
LOC5573389	0.187278149	
LOC5563940	0.187278149	
LOC5569873	0.187278149	
LOC5565590	0.187136164	
LOC5564327	0.187136164	
LOC5574679	0.187136164	
LOC5568089	0.187136164	
LOC5568148	0.187136164	
LOC5570879	0.187136164	
LOC5568017	0.187136164	
LOC5571685	0.186994179	
LOC5576041	0.186994179	
LOC5575933	0.186994179	
LOC110676388	0.186994179	
LOC5567004	0.186994179	
LOC5579326	0.186852194	
LOC5566888	0.186852194	
LOC5567166	0.186852194	
LOC5571587	0.186852194	
LOC5572115	0.186710209	
LOC5565298	0.186710209	
LOC5571980	0.186568224	
LOC5569272	0.186568224	
LOC5579351	0.186568224	
LOC5572170	0.186426239	
LOC5572757	0.186426239	
LOC5577463	0.186426239	
LOC5571677	0.186426239	
LOC5568071	0.186426239	
LOC5578388	0.186426239	
LOC5579516	0.186142269	
LOC5571319	0.186142269	
LOC5568095	0.186142269	
LOC5576266	0.186142269	
LOC5568011	0.186142269	
LOC5580072	0.186000284	
LOC5572787	0.186000284	
LOC5574825	0.186000284	
LOC5575201	0.186000284	
LOC5574645	0.186000284	
LOC5564809	0.185858299	
LOC5566824	0.185858299	
LOC5568215	0.185858299	
LOC5577406	0.185716314	
LOC5572951	0.185716314	
LOC5578082	0.185716314	
LOC5577083	0.185574329	
LOC5565757	0.185574329	
LOC5563914	0.185574329	
LOC5569795	0.185574329	
LOC5574260	0.185432344	
LOC5568594	0.185432344	
LOC5565260	0.185290359	
LOC5566195	0.185290359	
LOC5568792	0.185290359	
LOC5572554	0.185290359	
LOC5567167	0.185290359	
LOC5574962	0.185290359	
LOC5572775	0.185148374	
LOC5569502	0.185148374	
LOC5571557	0.185148374	
LOC5570558	0.185148374	
LOC110679547	0.185148374	
LOC5578345	0.185148374	
LOC5575268	0.185148374	
LOC23687941	0.185006389	
LOC5572005	0.185006389	
LOC5573375	0.185006389	
LOC110677031	0.185006389	
LOC5570073	0.185006389	
LOC5569896	0.184864404	
LOC5566802	0.184864404	
LOC5571173	0.184864404	
LOC5565230	0.184722419	
LOC110674722	0.184580434	
LOC5570082	0.184580434	
LOC5576881	0.184580434	
LOC5566074	0.184580434	
LOC5568408	0.18443845	
LOC5575155	0.18443845	
LOC5569445	0.184296465	
LOC5567361	0.184296465	
LOC110678004	0.184296465	
LOC5573260	0.184296465	
LOC5572595	0.18415448	
LOC5573466	0.18415448	
LOC5576078	0.18415448	
LOC5576975	0.18415448	
LOC5573695	0.18415448	
LOC5567583	0.18415448	
LOC5564788	0.18415448	
LOC5566223	0.184012495	
LOC5566328	0.184012495	
LOC5564551	0.184012495	
LOC5564155	0.18387051	
LOC5563795	0.18387051	
LOC5570998	0.18387051	
LOC110678552	0.183728525	
LOC5580286	0.183728525	
LOC5565654	0.183728525	
LOC5580322	0.183728525	
LOC5567648	0.183728525	
LOC5577691	0.183728525	
LOC5578016	0.183728525	
LOC5576779	0.183728525	
LOC110678613	0.18358654	
LOC5569676	0.18358654	
LOC5566814	0.18358654	
LOC5574741	0.183444555	
LOC23687659	0.183444555	
LOC5571291	0.183444555	
LOC5566031	0.183444555	
LOC5564164	0.183444555	
LOC5567960	0.183444555	
LOC5571073	0.183444555	
LOC5576402	0.183444555	
LOC5576979	0.18330257	
LOC5578768	0.18330257	
LOC5569664	0.18330257	
LOC5571928	0.18330257	
LOC5571614	0.18330257	
LOC110674153	0.183160585	
LOC5570669	0.183160585	
LOC5569309	0.183160585	
LOC5575578	0.183160585	
LOC5570827	0.1830186	
LOC110677234	0.1830186	
LOC23687575	0.1830186	
LOC5568567	0.1830186	
LOC5565023	0.182876615	
LOC5571276	0.182876615	
LOC110680659	0.182876615	
LOC5564696	0.18273463	
LOC5572071	0.18273463	
LOC5568560	0.18273463	
LOC5566051	0.18273463	
LOC5563729	0.182592645	
LOC5566104	0.182592645	
LOC5570060	0.182592645	
LOC5576333	0.182592645	
LOC23687538	0.182592645	
LOC5573998	0.18245066	
LOC5567701	0.18245066	
LOC5573956	0.18245066	
Or4	0.18245066	
LOC110674802	0.182308675	
LOC5571452	0.182308675	
LOC5568752	0.182308675	
LOC5564996	0.182308675	
LOC5569034	0.182308675	
LOC5577548	0.182308675	
LOC23687567	0.182308675	
LOC23687844	0.182308675	
LOC5564685	0.18216669	
LOC5572773	0.18216669	
LOC5568796	0.18216669	
LOC5573138	0.18216669	
LOC5572854	0.18216669	
LOC5578223	0.182024705	
LOC5573661	0.182024705	
LOC5571854	0.182024705	
LOC5565457	0.182024705	
LOC5564604	0.18188272	
LOC5574247	0.181740735	
LOC5567409	0.181740735	
LOC110680270	0.181740735	
LOC5576112	0.181740735	
LOC110676110	0.181740735	
LOC5573957	0.181740735	
LOC5577682	0.181740735	
LOC5569951	0.181740735	
LOC5575719	0.181740735	
LOC5574637	0.181598751	
LOC110677206	0.181598751	
LOC5577026	0.181598751	
LOC5567463	0.181598751	
LOC5573534	0.181456766	
LOC5565683	0.181456766	
LOC5571466	0.181456766	
LOC5566892	0.181456766	
LOC5564063	0.181314781	
LOC5567814	0.181314781	
LOC110676709	0.181314781	
LOC5572460	0.181314781	
LOC5575669	0.181314781	
LOC5567337	0.181314781	
LOC5570205	0.181314781	
LOC5574398	0.181314781	
LOC5579901	0.181314781	
LOC5568695	0.181314781	
LOC110678636	0.181314781	
LOC5571061	0.181172796	
LOC110679649	0.181172796	
LOC5577191	0.181030811	
LOC5580175	0.181030811	
LOC5579981	0.181030811	
LOC5572464	0.181030811	
LOC5572637	0.180888826	
LOC5578148	0.180888826	
LOC23687582	0.180888826	
LOC110678538	0.180888826	
LOC5577367	0.180888826	
LOC5568012	0.180888826	
LOC110676230	0.180746841	
LOC5573139	0.180746841	
LOC5575798	0.180746841	
LOC5573064	0.180746841	
LOC110679861	0.180604856	
LOC5570648	0.180462871	
LOC5576412	0.180462871	
LOC5577077	0.180462871	
LOC5574832	0.180462871	
LOC5575516	0.180462871	
LOC5568263	0.180462871	
LOC5576542	0.180320886	
LOC5575858	0.180320886	
LOC110681356	0.180320886	
LOC5564206	0.180178901	
LOC5577415	0.180178901	
LOC5573900	0.180178901	
LOC110676070	0.180178901	
LOC5573443	0.180178901	
LOC5566633	0.180178901	
LOC110678912	0.180178901	
LOC5567410	0.180036916	
LOC5577721	0.180036916	
LOC5567374	0.180036916	
LOC110680399	0.180036916	
LOC5576024	0.179894931	
LOC5565958	0.179894931	
LOC5570986	0.179894931	
LOC110677709	0.179894931	
LOC5579384	0.179894931	
LOC5574976	0.179752946	
LOC5576631	0.179752946	
LOC5565738	0.179752946	
LOC5570787	0.179610961	
LOC5564643	0.179610961	
LOC5563911	0.179610961	
LOC5576411	0.179468976	
LOC5575693	0.179468976	
Or104	0.179468976	
LOC5569371	0.179326991	
LOC5578366	0.179326991	
LOC5565042	0.179185006	
LOC5565637	0.179185006	
LOC5575229	0.179185006	
LOC5568436	0.179185006	
LOC5579053	0.179185006	
LOC5564411	0.179185006	
LOC5573446	0.179185006	
LOC5570228	0.179185006	
LOC5574831	0.179043021	
LOC5574958	0.179043021	
LOC5565270	0.178901036	
LOC5568674	0.178901036	
LOC5576914	0.178901036	
LOC5574692	0.178901036	
LOC5563671	0.178901036	
LOC5570752	0.178759052	
LOC110676440	0.178759052	
LOC5578924	0.178617067	
LOC5568192	0.178617067	
LOC5576422	0.178617067	
LOC5571997	0.178333097	
LOC110678898	0.178333097	
LOC5575249	0.178333097	
LOC5565279	0.178333097	
LOC5574512	0.178333097	
LOC5568194	0.178333097	
LOC5570133	0.178333097	
LOC5576866	0.178191112	
LOC110681511	0.178191112	
LOC110676099	0.178191112	
LOC5576000	0.178191112	
LOC5578189	0.178191112	
LOC5569484	0.178049127	
LOC5564370	0.178049127	
LOC5580059	0.178049127	
LOC5567803	0.178049127	
LOC5568348	0.178049127	
LOC5572672	0.178049127	
LOC5571678	0.178049127	
LOC5568559	0.178049127	
LOC5578684	0.177907142	
LOC5563704	0.177907142	
LOC5576348	0.177907142	
LOC5570424	0.177907142	
LOC5576808	0.177907142	
LOC5576239	0.177907142	
LOC5565490	0.177907142	
LOC5570765	0.177765157	
LOC5567071	0.177765157	
LOC5570515	0.177765157	
LOC110676382	0.177765157	
LOC5571683	0.177765157	
LOC5578032	0.177765157	
LOC5568184	0.177765157	
LOC5570162	0.177765157	
LOC5571108	0.177765157	
LOC5564185	0.177623172	
LOC5576739	0.177623172	
LOC5565955	0.177623172	
LOC5566146	0.177623172	
LOC5563576	0.177623172	
LOC5573601	0.177623172	
LOC5571753	0.177623172	
LOC5573411	0.177481187	
LOC5576880	0.177481187	
LOC5567061	0.177481187	
LOC110675610	0.177481187	
LOC5568019	0.177481187	
LOC5569863	0.177339202	
LOC5568991	0.177339202	
LOC5564364	0.177339202	
LOC5578743	0.177197217	
LOC5564132	0.177197217	
Or111	0.177197217	
LOC5573557	0.177055232	
LOC110674108	0.177055232	
LOC5576040	0.177055232	
LOC5576972	0.177055232	
LOC5564502	0.177055232	
LOC5574495	0.177055232	
LOC5579185	0.177055232	
LOC110680504	0.177055232	
LOC5576551	0.176913247	
LOC5571149	0.176913247	
LOC5564665	0.176913247	
LOC5568548	0.176771262	
LOC5570555	0.176771262	
LOC5576701	0.176771262	
LOC5579925	0.176771262	
LOC110681264	0.176771262	
LOC110677132	0.176629277	
LOC110678495	0.176629277	
LOC5565875	0.176629277	
LOC5568139	0.176629277	
LOC5573172	0.176629277	
LOC5573937	0.176629277	
LOC5580150	0.176629277	
LOC5568009	0.176629277	
LOC5571934	0.176629277	
LOC110680492	0.176629277	
LOC5564392	0.176487292	
LOC5569774	0.176487292	
LOC5563786	0.176487292	
LOC5574191	0.176487292	
LOC5571441	0.176345307	
LOC5566569	0.176345307	
LOC5577538	0.176345307	
LOC5578526	0.176345307	
LOC5565426	0.176345307	
LOC5567902	0.176345307	
LOC5569146	0.176203322	
LOC5570089	0.176203322	
LOC5565077	0.176203322	
LOC5567840	0.176061337	
LOC5574897	0.176061337	
LOC5567715	0.176061337	
LOC23687892	0.176061337	
LOC5569737	0.176061337	
LOC5577632	0.175919353	
LOC5565946	0.175919353	
LOC5563890	0.175919353	
LOC110677194	0.175777368	
LOC5578162	0.175777368	
LOC5568419	0.175777368	
LOC5577325	0.175777368	
LOC5568913	0.175635383	
LOC5568910	0.175635383	
LOC5575893	0.175635383	
LOC5571397	0.175635383	
LOC5580023	0.175493398	
LOC5576603	0.175493398	
LOC5579151	0.175493398	
LOC5572835	0.175493398	
LOC5572989	0.175493398	
LOC5564114	0.175493398	
Or103	0.175493398	
LOC5576500	0.175351413	
LOC5565964	0.175351413	
LOC5576817	0.175351413	
LOC5570849	0.175351413	
LOC5568150	0.175351413	
LOC5578194	0.175351413	
LOC5569796	0.175351413	
Or82	0.175351413	
LOC5576286	0.175209428	
LOC5574632	0.175209428	
