Locus	Prop. Matching Expression with Dsc1	Gene
LOC110678184	0.136731506	
LOC5576408	0.136731506	
LOC110681395	0.136731506	
LOC5574207	0.136589522	
LOC5566038	0.136589522	
LOC5576002	0.136589522	
LOC5574589	0.136589522	
LOC5577509	0.136589522	
LOC5569263	0.136589522	
LOC110674056	0.136589522	
LOC5579860	0.136589522	
LOC110675601	0.136589522	
LOC5565657	0.136589522	
LOC5578399	0.136589522	
LOC5573202	0.136589522	
LOC110677180	0.136589522	
LOC110678284	0.136589522	
LOC5568054	0.136589522	
LOC5576104	0.136589522	
LOC5573053	0.136589522	
LOC110678058	0.136589522	
LOC5567452	0.136589522	
LOC5574753	0.136447537	
LOC5571308	0.136447537	
LOC110674321	0.136447537	
LOC5566463	0.136447537	
LOC110674248	0.136447537	
LOC5578178	0.136447537	
LOC5573285	0.136447537	
LOC5577124	0.136447537	
LOC5575504	0.136447537	
LOC5569767	0.136447537	
LOC110679221	0.136447537	
LOC5575188	0.136447537	
LOC5564166	0.136447537	
LOC110679336	0.136447537	
LOC5579110	0.136447537	
LOC5565087	0.136305552	
LOC5565024	0.136305552	
LOC110675794	0.136305552	
LOC110676361	0.136305552	
LOC5574494	0.136305552	
LOC5564024	0.136305552	
LOC5564830	0.136305552	
LOC5569757	0.136305552	
LOC110678614	0.136305552	
LOC5578300	0.136305552	
LOC5569007	0.136305552	
LOC110679481	0.136305552	
LOC5573746	0.136305552	
LOC110679610	0.136305552	
LOC5566710	0.136305552	
LOC5579242	0.136163567	
LOC5573635	0.136163567	
LOC5573310	0.136163567	
LOC5573324	0.136163567	
LOC5577631	0.136163567	
LOC5570256	0.136163567	
LOC110675568	0.136163567	
LOC5568140	0.136163567	
LOC5569030	0.136163567	
LOC5580327	0.136163567	
LOC5573846	0.136163567	
LOC110676732	0.136163567	
LOC5573070	0.136163567	
LOC5567998	0.136163567	
LOC5566760	0.136163567	
LOC5575410	0.136163567	
LOC5574141	0.136163567	
LOC110678489	0.136163567	
LOC5567302	0.136163567	
LOC5573735	0.136163567	
LOC110678862	0.136163567	
LOC5574819	0.136163567	
LOC5579106	0.136163567	
LOC5576321	0.136163567	
LOC5567108	0.136021582	
LOC5576864	0.136021582	
LOC5567572	0.136021582	
LOC5569262	0.136021582	
LOC5572597	0.136021582	
LOC5571439	0.136021582	
LOC5570277	0.136021582	
LOC5564709	0.136021582	
LOC5569063	0.136021582	
LOC110677032	0.136021582	
LOC5573174	0.136021582	
LOC5577986	0.136021582	
LOC110678679	0.136021582	
LOC5563956	0.136021582	
LOC110677683	0.136021582	
LOC5565029	0.136021582	
LOC5575514	0.136021582	
LOC110680398	0.136021582	
LOC5565115	0.135879597	
LOC5565031	0.135879597	
LOC110679499	0.135879597	
LOC5576138	0.135879597	
LOC5578487	0.135879597	
LOC110676568	0.135879597	
LOC5577625	0.135879597	
LOC5572955	0.135879597	
LOC5568708	0.135879597	
LOC5563880	0.135737612	
LOC5571799	0.135737612	
LOC5576479	0.135737612	
LOC5566081	0.135737612	
LOC110675498	0.135737612	
LOC110675682	0.135737612	
LOC5571603	0.135737612	
LOC23687703	0.135737612	
LOC5574537	0.135737612	
LOC5569881	0.135737612	
LOC5567000	0.135737612	
LOC5568185	0.135737612	
LOC5570314	0.135737612	
LOC5570065	0.135737612	
LOC5570074	0.135737612	
LOC5571591	0.135737612	
LOC5578331	0.135737612	
LOC5576906	0.135737612	
LOC5578103	0.135737612	
LOC110679355	0.135737612	
LOC5573219	0.135737612	
LOC5574528	0.135595627	
LOC5570119	0.135595627	
LOC5570454	0.135595627	
LOC5576009	0.135595627	
LOC5573327	0.135595627	
LOC5577641	0.135595627	
LOC5567621	0.135595627	
LOC5571598	0.135595627	
LOC5564456	0.135595627	
LOC5568747	0.135595627	
LOC5572870	0.135595627	
LOC5568241	0.135595627	
LOC110676961	0.135595627	
LOC110679626	0.135595627	
LOC5563987	0.135595627	
LOC5579944	0.135595627	
LOC5570057	0.135595627	
LOC110677757	0.135595627	
LOC5578346	0.135595627	
LOC110679099	0.135595627	
LOC5567879	0.135595627	
LOC110680282	0.135595627	
LOC110681154	0.135595627	
LOC5576759	0.135453642	
LOC110678459	0.135453642	
LOC5572739	0.135453642	
LOC5574618	0.135453642	
LOC5563705	0.135453642	
LOC5576366	0.135453642	
LOC110674122	0.135453642	
LOC5573056	0.135453642	
LOC5565602	0.135453642	
LOC5565936	0.135453642	
LOC110674213	0.135453642	
LOC5567812	0.135453642	
LOC5573417	0.135453642	
LOC5568810	0.135453642	
LOC5568826	0.135453642	
LOC5568605	0.135453642	
LOC5564522	0.135453642	
LOC5564277	0.135453642	
LOC5579906	0.135453642	
LOC5571089	0.135453642	
LOC5568206	0.135453642	
LOC110678661	0.135453642	
LOC5565486	0.135453642	
LOC5580243	0.135453642	
LOC5578093	0.135453642	
LOC110680932	0.135453642	
LOC5570597	0.135453642	
Ir87a2	0.135453642	
LOC5570753	0.135311657	
LOC23687419	0.135311657	
LOC110679174	0.135311657	
LOC5576350	0.135311657	
LOC5572043	0.135311657	
LOC23687576	0.135311657	
LOC5575847	0.135311657	
LOC5569871	0.135311657	
LOC5568064	0.135311657	
LOC5571414	0.135311657	
LOC5566938	0.135311657	
LOC5576268	0.135311657	
LOC5563909	0.135311657	
LOC5563814	0.135311657	
LOC5567221	0.135311657	
LOC110673985	0.135311657	
LOC5574529	0.135169672	
LOC5574022	0.135169672	
LOC5576196	0.135169672	
LOC5566133	0.135169672	
LOC5571265	0.135169672	
LOC110675637	0.135169672	
LOC5565346	0.135169672	
LOC110676447	0.135169672	
LOC5574369	0.135169672	
LOC5566967	0.135169672	
LOC5572061	0.135169672	
LOC5569518	0.135169672	
LOC5572516	0.135169672	
LOC110678094	0.135169672	
LOC5575412	0.135169672	
LOC5573881	0.135169672	
LOC110679398	0.135169672	
LOC5573743	0.135169672	
LOC5568444	0.135169672	
LOC5578990	0.135169672	
LOC5578729	0.135027687	
LOC5574255	0.135027687	
LOC5566495	0.135027687	
LOC5571499	0.135027687	
LOC110678487	0.135027687	
LOC110681498	0.135027687	
LOC5568351	0.135027687	
LOC5564462	0.135027687	
LOC5576552	0.135027687	
LOC5578594	0.135027687	
LOC5573802	0.135027687	
LOC5569488	0.135027687	
LOC5568773	0.135027687	
LOC5567333	0.135027687	
LOC110678697	0.135027687	
LOC5579971	0.134885702	
LOC5569405	0.134885702	
LOC110676954	0.134885702	
LOC5569267	0.134885702	
LOC5576079	0.134885702	
LOC5575929	0.134885702	
LOC5565762	0.134885702	
LOC110676718	0.134885702	
LOC5564386	0.134885702	
LOC5575174	0.134885702	
LOC110677145	0.134885702	
LOC5580278	0.134885702	
LOC5571590	0.134885702	
LOC5577238	0.134885702	
LOC110679251	0.134885702	
LOC110679042	0.134885702	
Ir41b	0.134885702	
LOC5566767	0.134743717	
LOC5576587	0.134743717	
LOC23687875	0.134743717	
LOC5564193	0.134743717	
LOC5577139	0.134743717	
LOC110676667	0.134743717	
LOC5578780	0.134743717	
LOC5577732	0.134743717	
LOC5576860	0.134743717	
LOC5574881	0.134743717	
LOC5573693	0.134743717	
LOC5571544	0.134743717	
LOC5572075	0.134743717	
LOC5569760	0.134743717	
LOC5571894	0.134743717	
LOC5576649	0.134743717	
LOC110679883	0.134743717	
LOC110678100	0.134743717	
LOC5567581	0.134743717	
LOC5578480	0.134743717	
LOC5576223	0.134743717	
LOC5573232	0.134743717	
LOC110680296	0.134743717	
LOC5580060	0.134601732	
LOC5572733	0.134601732	
LOC5567505	0.134601732	
LOC110674112	0.134601732	
LOC5576111	0.134601732	
LOC5570665	0.134601732	
LOC5572852	0.134601732	
LOC5570525	0.134601732	
LOC5571819	0.134601732	
LOC110676030	0.134601732	
LOC5564312	0.134601732	
LOC5564274	0.134601732	
LOC5566885	0.134601732	
LOC5573580	0.134601732	
LOC5570988	0.134601732	
LOC110677935	0.134601732	
LOC5566467	0.134459747	
LOC5578929	0.134459747	
LOC5579481	0.134459747	
LOC5573518	0.134459747	
LOC5574159	0.134459747	
LOC5570300	0.134459747	
LOC5564922	0.134459747	
LOC5571058	0.134459747	
LOC5571166	0.134459747	
LOC5575222	0.134459747	
Or115	0.134459747	
LOC5565269	0.134317762	
LOC5571518	0.134317762	
LOC5573535	0.134317762	
LOC5575232	0.134317762	
LOC5574284	0.134317762	
LOC5572195	0.134317762	
LOC5577290	0.134317762	
LOC5570821	0.134317762	
LOC5569818	0.134317762	
LOC5570566	0.134317762	
LOC5578672	0.134317762	
LOC5573349	0.134317762	
LOC5574331	0.134175777	
LOC5569197	0.134175777	
LOC110679299	0.134175777	
LOC110678771	0.134175777	
LOC5564907	0.134175777	
LOC110675563	0.134175777	
LOC5568298	0.134175777	
LOC110675810	0.134175777	
LOC5577468	0.134175777	
LOC5578867	0.134175777	
LOC5565358	0.134175777	
LOC5574497	0.134175777	
LOC5578308	0.134175777	
LOC5572015	0.134175777	
LOC110677202	0.134175777	
LOC110678315	0.134175777	
LOC5569636	0.134175777	
LOC110677901	0.134175777	
LOC5571975	0.134175777	
LOC5576161	0.134175777	
LOC110681004	0.134175777	
LOC5564984	0.134033792	
LOC5564988	0.134033792	
LOC5574756	0.134033792	
LOC5577258	0.134033792	
LOC5564006	0.134033792	
LOC5570680	0.134033792	
LOC5568224	0.134033792	
LOC110676861	0.134033792	
LOC5563778	0.134033792	
LOC5575512	0.134033792	
LOC5579021	0.134033792	
LOC5567386	0.134033792	
LOC5573760	0.134033792	
LOC5576934	0.134033792	
LOC5573258	0.134033792	
LOC5565451	0.134033792	
LOC5567891	0.134033792	
LOC5568601	0.134033792	
LOC5568027	0.133891807	
LOC5574986	0.133891807	
LOC5574585	0.133891807	
LOC5580174	0.133891807	
LOC5570492	0.133891807	
LOC5567637	0.133891807	
LOC5574061	0.133891807	
LOC5569248	0.133891807	
LOC5564972	0.133891807	
LOC5566511	0.133891807	
LOC5573394	0.133891807	
LOC5568931	0.133891807	
LOC5566975	0.133891807	
LOC110677224	0.133891807	
LOC5569835	0.133891807	
LOC110678827	0.133891807	
LOC5579168	0.133891807	
LOC5577678	0.133891807	
LOC5566597	0.133891807	
LOC5565085	0.133749823	
LOC5571983	0.133749823	
LOC110674509	0.133749823	
LOC5567514	0.133749823	
LOC5575645	0.133749823	
LOC5568438	0.133749823	
LOC110675507	0.133749823	
LOC5566332	0.133749823	
LOC5572108	0.133749823	
LOC110676428	0.133749823	
LOC5576056	0.133749823	
LOC5577215	0.133749823	
LOC5573091	0.133749823	
LOC5564615	0.133749823	
LOC110677219	0.133749823	
LOC110678803	0.133749823	
LOC5570883	0.133749823	
LOC5577221	0.133749823	
LOC5564791	0.133749823	
LOC5576245	0.133749823	
LOC110677743	0.133749823	
LOC5566686	0.133749823	
LOC110674236	0.133607838	
LOC5571317	0.133607838	
LOC5570667	0.133607838	
LOC5576039	0.133607838	
LOC110676496	0.133607838	
LOC5578716	0.133607838	
LOC5577110	0.133607838	
LOC5569074	0.133607838	
LOC5574411	0.133607838	
LOC5576019	0.133607838	
LOC5573888	0.133607838	
LOC5574964	0.133465853	
LOC5563797	0.133465853	
LOC5565054	0.133465853	
LOC110678420	0.133465853	
LOC5567404	0.133465853	
LOC5576198	0.133465853	
LOC5575641	0.133465853	
LOC110674199	0.133465853	
LOC5574060	0.133465853	
LOC5565556	0.133465853	
LOC5569597	0.133465853	
LOC5577467	0.133465853	
LOC110675697	0.133465853	
LOC5578966	0.133465853	
LOC5573188	0.133465853	
LOC5565851	0.133465853	
LOC110678938	0.133465853	
LOC110678006	0.133465853	
LOC5571750	0.133465853	
LOC5572357	0.133465853	
LOC110674007	0.133465853	
LOC5568961	0.133465853	
LOC5569199	0.133323868	
LOC5565033	0.133323868	
LOC5580285	0.133323868	
LOC5576149	0.133323868	
LOC5566131	0.133323868	
LOC5571451	0.133323868	
LOC5565537	0.133323868	
LOC5565774	0.133323868	
LOC5567014	0.133323868	
LOC110677158	0.133323868	
LOC5571893	0.133323868	
LOC5566162	0.133323868	
LOC5569833	0.133323868	
LOC5572070	0.133323868	
LOC5574008	0.133323868	
LOC5576597	0.133181883	
LOC5575233	0.133181883	
LOC5579447	0.133181883	
LOC5572272	0.133181883	
LOC5570868	0.133181883	
LOC5573647	0.133181883	
LOC5573392	0.133181883	
LOC5568934	0.133181883	
LOC23687533	0.133181883	
LOC5567643	0.133181883	
LOC5563595	0.133181883	
LOC110679190	0.133181883	
LOC5578298	0.133181883	
LOC110679557	0.133181883	
LOC110681354	0.133181883	
LOC5572374	0.133039898	
LOC110678564	0.133039898	
LOC5572590	0.133039898	
LOC5578595	0.133039898	
LOC5566151	0.133039898	
LOC5571653	0.133039898	
LOC5574678	0.133039898	
LOC5577544	0.133039898	
LOC5578738	0.133039898	
LOC110679611	0.133039898	
LOC5573740	0.133039898	
LOC110680234	0.133039898	
LOC23687678	0.133039898	
LOC5564916	0.132897913	
LOC110677048	0.132897913	
LOC5568414	0.132897913	
LOC110678466	0.132897913	
LOC5567787	0.132897913	
LOC5571788	0.132897913	
LOC23687388	0.132897913	
LOC110675904	0.132897913	
LOC5571191	0.132897913	
LOC5569668	0.132897913	
LOC5573649	0.132897913	
LOC5563854	0.132897913	
LOC5566804	0.132897913	
LOC5580034	0.132897913	
LOC5572832	0.132897913	
LOC5575627	0.132897913	
LOC5577815	0.132897913	
LOC5566952	0.132897913	
LOC5565157	0.132897913	
LOC5575283	0.132897913	
LOC110680225	0.132897913	
LOC110681442	0.132897913	
LOC5566213	0.132755928	
LOC5575264	0.132755928	
LOC5577250	0.132755928	
LOC5576289	0.132755928	
LOC5569122	0.132755928	
LOC5576728	0.132755928	
LOC5576726	0.132755928	
LOC110676206	0.132755928	
LOC5566024	0.132755928	
LOC5578058	0.132755928	
LOC110676326	0.132755928	
LOC110676559	0.132755928	
LOC110676692	0.132755928	
LOC5574619	0.132755928	
LOC5564802	0.132755928	
LOC5570615	0.132755928	
LOC110677086	0.132755928	
LOC110677198	0.132755928	
LOC5575781	0.132755928	
LOC5563912	0.132755928	
LOC5571884	0.132755928	
LOC5574784	0.132755928	
LOC5568266	0.132755928	
LOC5578624	0.132613943	
LOC5568912	0.132613943	
LOC5568323	0.132613943	
LOC110675172	0.132613943	
LOC5571046	0.132613943	
LOC5566347	0.132613943	
LOC5569179	0.132613943	
LOC110676719	0.132613943	
LOC5569093	0.132613943	
LOC110677986	0.132613943	
LOC5574868	0.132613943	
LOC5564793	0.132613943	
LOC5579830	0.132613943	
LOC110673992	0.132613943	
LOC5574750	0.132471958	
LOC5569200	0.132471958	
LOC110674238	0.132471958	
LOC5574884	0.132471958	
LOC5575764	0.132471958	
LOC5578901	0.132471958	
LOC5565290	0.132471958	
LOC5567856	0.132471958	
LOC5567866	0.132471958	
LOC110676304	0.132471958	
LOC5565249	0.132471958	
LOC5578321	0.132471958	
LOC5563773	0.132471958	
LOC5565316	0.132471958	
LOC5570309	0.132471958	
LOC5567383	0.132471958	
LOC23687878	0.132471958	
LOC5564156	0.132471958	
LOC5567494	0.132471958	
Or2	0.132471958	
LOC5574746	0.132329973	
LOC110674390	0.132329973	
LOC5579359	0.132329973	
LOC5564038	0.132329973	
LOC5571496	0.132329973	
LOC5567287	0.132329973	
LOC110674158	0.132329973	
LOC5576115	0.132329973	
LOC5578221	0.132329973	
LOC5570524	0.132329973	
LOC5574792	0.132329973	
LOC5572907	0.132329973	
LOC5563642	0.132329973	
LOC5563659	0.132329973	
LOC5571057	0.132329973	
LOC5574663	0.132329973	
LOC5575811	0.132329973	
LOC5563970	0.132329973	
LOC5577818	0.132329973	
LOC5578744	0.132329973	
LOC110679259	0.132329973	
LOC5577244	0.132329973	
LOC110678447	0.132329973	
LOC5579107	0.132329973	
LOC5579815	0.132187988	
LOC5569458	0.132187988	
LOC110681370	0.132187988	
LOC5573383	0.132187988	
LOC5574161	0.132187988	
LOC110676353	0.132187988	
LOC5574685	0.132187988	
LOC110673980	0.132187988	
LOC110676710	0.132187988	
LOC5579491	0.132187988	
LOC110676860	0.132187988	
LOC5565919	0.132187988	
LOC5572513	0.132187988	
LOC5575991	0.132187988	
LOC5578198	0.132187988	
LOC5572991	0.132187988	
LOC5576707	0.132187988	
LOC5563815	0.132187988	
LOC110681380	0.132187988	
Gr73	0.132187988	
LOC5574726	0.132046003	
LOC5576302	0.132046003	
LOC5577011	0.132046003	
LOC5574611	0.132046003	
LOC5576522	0.132046003	
LOC5570668	0.132046003	
LOC5568900	0.132046003	
LOC5573992	0.132046003	
LOC5577315	0.132046003	
LOC5575928	0.132046003	
LOC5576977	0.132046003	
LOC5573854	0.132046003	
LOC5577296	0.132046003	
LOC110677100	0.132046003	
LOC5568435	0.132046003	
LOC5579911	0.132046003	
LOC5568212	0.132046003	
LOC5564168	0.132046003	
LOC5571177	0.132046003	
LOC110679280	0.132046003	
LOC5567188	0.132046003	
LOC5578104	0.132046003	
LOC5565427	0.132046003	
LOC110681096	0.132046003	
Gr30	0.132046003	
Ir93a	0.132046003	
LOC5579002	0.131904018	
LOC110678717	0.131904018	
LOC5577891	0.131904018	
LOC5572600	0.131904018	
LOC5578540	0.131904018	
LOC5578056	0.131904018	
LOC5568476	0.131904018	
LOC5566233	0.131904018	
LOC5577968	0.131904018	
LOC5573012	0.131904018	
LOC5578852	0.131904018	
LOC5573251	0.131904018	
LOC23687752	0.131904018	
LOC5575631	0.131904018	
LOC5575413	0.131904018	
LOC5571092	0.131904018	
LOC5573879	0.131904018	
LOC5575963	0.131904018	
LOC5568651	0.131904018	
LOC110678781	0.131904018	
LOC5572093	0.131904018	
LOC110680624	0.131904018	
Ir75f	0.131904018	
LOC5569456	0.131762033	
LOC5572728	0.131762033	
LOC5580191	0.131762033	
LOC110674700	0.131762033	
LOC5579458	0.131762033	
LOC5570539	0.131762033	
LOC5574354	0.131762033	
LOC5578357	0.131762033	
LOC5577303	0.131762033	
LOC23687409	0.131762033	
LOC5575843	0.131762033	
LOC5568938	0.131762033	
LOC5573192	0.131762033	
LOC5568193	0.131762033	
LOC5570206	0.131762033	
LOC5574822	0.131762033	
LOC5573731	0.131762033	
LOC110678700	0.131762033	
LOC5566901	0.131762033	
LOC5579817	0.131620048	
LOC5573410	0.131620048	
LOC110676776	0.131620048	
LOC5577983	0.131620048	
LOC110681557	0.131620048	
LOC5566134	0.131620048	
LOC5565225	0.131620048	
LOC5576844	0.131620048	
LOC5568681	0.131620048	
LOC5571944	0.131620048	
LOC5564477	0.131620048	
LOC5564801	0.131620048	
LOC5580321	0.131620048	
LOC110676927	0.131620048	
LOC5575852	0.131620048	
LOC110679721	0.131620048	
LOC5567376	0.131620048	
LOC5579224	0.131620048	
LOC110678950	0.131620048	
LOC110677958	0.131620048	
LOC5573742	0.131620048	
LOC110679503	0.131620048	
LOC5565723	0.131620048	
LOC5579104	0.131620048	
Or91	0.131620048	
LOC5571976	0.131478063	
LOC5579306	0.131478063	
LOC110675127	0.131478063	
LOC5578038	0.131478063	
LOC5573279	0.131478063	
LOC5573289	0.131478063	
LOC110676378	0.131478063	
LOC5567703	0.131478063	
LOC5573501	0.131478063	
LOC5568235	0.131478063	
LOC5569081	0.131478063	
LOC5568041	0.131478063	
LOC110678608	0.131478063	
LOC5575358	0.131478063	
LOC5568196	0.131478063	
LOC110677936	0.131478063	
LOC5564115	0.131478063	
LOC110681032	0.131478063	
LOC5575005	0.131336078	
LOC5567933	0.131336078	
LOC110677190	0.131336078	
LOC110677714	0.131336078	
LOC5576349	0.131336078	
LOC5576116	0.131336078	
LOC5578222	0.131336078	
LOC5565227	0.131336078	
LOC5567984	0.131336078	
LOC110675481	0.131336078	
LOC5569673	0.131336078	
LOC5565350	0.131336078	
LOC5577470	0.131336078	
LOC5571537	0.131336078	
LOC5568933	0.131336078	
LOC5575573	0.131336078	
LOC110677243	0.131336078	
LOC5568059	0.131336078	
LOC5575990	0.131336078	
LOC5563982	0.131336078	
LOC5578525	0.131336078	
LOC5579531	0.131336078	
LOC5580242	0.131336078	
LOC5563694	0.131336078	
LOC5573234	0.131336078	
LOC110680395	0.131336078	
LOC5567135	0.131336078	
Or125	0.131336078	
LOC5564822	0.131194093	
LOC5580305	0.131194093	
LOC110675580	0.131194093	
LOC5575245	0.131194093	
LOC5565551	0.131194093	
LOC5565533	0.131194093	
LOC110676470	0.131194093	
LOC5564484	0.131194093	
LOC110676842	0.131194093	
LOC5578426	0.131194093	
LOC5577624	0.131194093	
LOC5564663	0.131194093	
LOC5563641	0.131194093	
LOC5571085	0.131194093	
LOC5579222	0.131194093	
LOC5575488	0.131194093	
LOC5573748	0.131194093	
LOC5579807	0.131194093	
LOC5565337	0.131194093	
LOC5572081	0.131194093	
LOC110674754	0.131052108	
LOC110674815	0.131052108	
LOC5565044	0.131052108	
LOC110674663	0.131052108	
LOC5569692	0.131052108	
LOC5573779	0.131052108	
LOC5572696	0.131052108	
LOC5563725	0.131052108	
LOC5579150	0.131052108	
LOC5568644	0.131052108	
LOC5571734	0.131052108	
LOC5572065	0.131052108	
LOC5567536	0.131052108	
LOC110677731	0.131052108	
LOC110678440	0.131052108	
LOC5569632	0.131052108	
LOC5565475	0.131052108	
LOC5572959	0.131052108	
LOC5577816	0.131052108	
LOC5573589	0.131052108	
LOC5573753	0.131052108	
LOC5579657	0.131052108	
LOC110678599	0.131052108	
LOC5574960	0.131052108	
LOC5578904	0.131052108	
LOC110681129	0.131052108	
LOC5573614	0.130910124	
LOC5564065	0.130910124	
LOC5577396	0.130910124	
LOC5570274	0.130910124	
LOC5569897	0.130910124	
LOC110675816	0.130910124	
LOC5577319	0.130910124	
LOC5566989	0.130910124	
LOC5577475	0.130910124	
LOC5576425	0.130910124	
LOC110678702	0.130910124	
LOC110678864	0.130910124	
LOC5577951	0.130910124	
LOC5577345	0.130910124	
LOC5570812	0.130910124	
LOC5572118	0.130910124	
LOC5576404	0.130910124	
LOC5565223	0.130910124	
LOC5568202	0.130910124	
LOC5571615	0.130910124	
LOC110680289	0.130910124	
LOC110680518	0.130910124	
Or29	0.130910124	
LOC5576534	0.130768139	
LOC5565102	0.130768139	
LOC110675126	0.130768139	
LOC5567319	0.130768139	
LOC5569337	0.130768139	
LOC5570212	0.130768139	
LOC5570235	0.130768139	
LOC5565795	0.130768139	
LOC5569294	0.130768139	
LOC5572950	0.130768139	
LOC5574138	0.130768139	
LOC5573834	0.130768139	
LOC5564092	0.130768139	
LOC5578045	0.130768139	
LOC5563689	0.130768139	
LOC5573224	0.130768139	
LOC110674816	0.130626154	
LOC5578395	0.130626154	
LOC110676593	0.130626154	
LOC110678777	0.130626154	
LOC5564699	0.130626154	
LOC5573767	0.130626154	
LOC5577314	0.130626154	
LOC110676334	0.130626154	
LOC110676446	0.130626154	
LOC5571429	0.130626154	
LOC5577025	0.130626154	
LOC110676724	0.130626154	
LOC110675210	0.130626154	
LOC110677650	0.130626154	
LOC5574224	0.130626154	
LOC110678943	0.130626154	
LOC5577352	0.130626154	
LOC5576228	0.130626154	
LOC5576937	0.130626154	
LOC5578097	0.130626154	
LOC5564126	0.130626154	
Or32	0.130626154	
LOC5578997	0.130484169	
LOC5566773	0.130484169	
LOC5574979	0.130484169	
LOC5576878	0.130484169	
LOC5573795	0.130484169	
LOC5576721	0.130484169	
LOC5573483	0.130484169	
LOC5568306	0.130484169	
LOC5576962	0.130484169	
LOC5571820	0.130484169	
LOC110675914	0.130484169	
LOC5574862	0.130484169	
LOC110676108	0.130484169	
LOC5571377	0.130484169	
LOC5569974	0.130484169	
LOC110676546	0.130484169	
LOC5577613	0.130484169	
LOC110677159	0.130484169	
LOC5569808	0.130484169	
LOC5568073	0.130484169	
LOC5567642	0.130484169	
LOC5565018	0.130484169	
LOC5568785	0.130484169	
LOC5569948	0.130484169	
LOC5570158	0.130484169	
LOC5571079	0.130484169	
LOC5575970	0.130484169	
LOC110677903	0.130484169	
LOC5572995	0.130484169	
LOC5575334	0.130484169	
LOC23687601	0.130484169	
LOC5575270	0.130484169	
LOC110680657	0.130484169	
LOC5578477	0.130484169	
LOC110674788	0.130342184	
LOC5564669	0.130342184	
LOC5572545	0.130342184	
LOC5580056	0.130342184	
LOC5576483	0.130342184	
LOC110674163	0.130342184	
LOC5577667	0.130342184	
LOC5566105	0.130342184	
LOC5578173	0.130342184	
LOC5564093	0.130342184	
LOC5574879	0.130342184	
LOC5572940	0.130342184	
LOC5573181	0.130342184	
LOC5573185	0.130342184	
LOC110677102	0.130342184	
LOC5565918	0.130342184	
LOC5579907	0.130342184	
LOC5570984	0.130342184	
LOC5563609	0.130342184	
LOC5566925	0.130342184	
LOC5575797	0.130342184	
LOC5577344	0.130342184	
LOC5577355	0.130342184	
LOC5572223	0.130342184	
LOC5566365	0.130342184	
LOC5567179	0.130342184	
Ir31a2	0.130342184	
LOC110674765	0.130200199	
LOC5573031	0.130200199	
LOC5579009	0.130200199	
LOC5571757	0.130200199	
LOC5579031	0.130200199	
LOC5573240	0.130200199	
LOC5572448	0.130200199	
LOC5572459	0.130200199	
LOC5573121	0.130200199	
LOC110677096	0.130200199	
LOC5577692	0.130200199	
LOC5575716	0.130200199	
LOC5573579	0.130200199	
LOC110678143	0.130200199	
LOC5566043	0.130200199	
LOC5563673	0.130200199	
LOC5566702	0.130200199	
LOC110674796	0.130058214	
LOC5570770	0.130058214	
LOC23687986	0.130058214	
LOC5571999	0.130058214	
LOC5564046	0.130058214	
LOC5577673	0.130058214	
LOC23687841	0.130058214	
LOC5574612	0.130058214	
LOC110675405	0.130058214	
LOC5573546	0.130058214	
LOC5571700	0.130058214	
LOC110676012	0.130058214	
LOC5579504	0.130058214	
LOC5575706	0.130058214	
LOC110676351	0.130058214	
LOC5577990	0.130058214	
LOC5564731	0.130058214	
LOC5575463	0.130058214	
LOC110679202	0.130058214	
LOC5569725	0.130058214	
LOC5575944	0.129916229	
LOC110674839	0.129916229	
LOC5564061	0.129916229	
LOC5564040	0.129916229	
LOC5564682	0.129916229	
LOC5574606	0.129916229	
LOC5567411	0.129916229	
LOC110674084	0.129916229	
LOC110674162	0.129916229	
LOC5565630	0.129916229	
LOC5577584	0.129916229	
LOC5567634	0.129916229	
LOC5574421	0.129916229	
LOC110675915	0.129916229	
LOC5571197	0.129916229	
LOC110675146	0.129916229	
LOC5579153	0.129916229	
LOC5578155	0.129916229	
LOC5568823	0.129916229	
LOC5573104	0.129916229	
LOC5573814	0.129916229	
LOC5570307	0.129916229	
LOC5578563	0.129916229	
LOC5577687	0.129916229	
LOC5578008	0.129916229	
LOC5563578	0.129916229	
LOC5570156	0.129916229	
LOC110678711	0.129916229	
LOC110678362	0.129916229	
LOC5577476	0.129916229	
LOC5566860	0.129916229	
LOC5571915	0.129916229	
LOC5565422	0.129916229	
LOC5565432	0.129916229	
LOC110673996	0.129916229	
Or45	0.129916229	
LOC5569684	0.129774244	
LOC110678542	0.129774244	
LOC5564380	0.129774244	
LOC5574096	0.129774244	
LOC5566211	0.129774244	
LOC110675796	0.129774244	
LOC5579056	0.129774244	
LOC5572762	0.129774244	
LOC5574160	0.129774244	
LOC5575927	0.129774244	
LOC5564204	0.129774244	
LOC5570241	0.129774244	
LOC5569182	0.129774244	
LOC5576051	0.129774244	
LOC5567314	0.129774244	
LOC5572468	0.129774244	
LOC110677195	0.129774244	
LOC5577688	0.129774244	
LOC5578013	0.129774244	
LOC5571075	0.129774244	
LOC5563986	0.129774244	
LOC5579948	0.129774244	
LOC110678013	0.129774244	
LOC5574553	0.129774244	
LOC5577239	0.129774244	
LOC110677766	0.129774244	
LOC110678587	0.129774244	
LOC110680305	0.129774244	
Or26	0.129774244	
LOC5572678	0.129632259	
LOC5570666	0.129632259	
LOC5569854	0.129632259	
LOC5565406	0.129632259	
LOC5564235	0.129632259	
LOC5572266	0.129632259	
LOC5578067	0.129632259	
